43384	469
11714	607
12893	450
10283	489
36099	606
10075	766
28349	831
19891	650
10019	386
23331	721
24585	540
37673	797
29439	398
31186	365
46823	874
25767	528
17112	426
16893	568
44953	755
20117	307
14289	904
22384	497
33804	963
21437	746
45099	748
21679	447
49419	562
24517	977
44765	885
27715	832
17980	717
11752	723
47736	877
44665	489
32557	452
24847	530
41202	433
44765	885
16456	770
13644	717
33804	963
18522	644
32167	443
47473	911
22384	497
42303	771
26802	308
12152	784
30926	361
17128	824
17895	886
29922	820
42493	643
41209	885
25466	331
18861	484
38603	876
16482	644
36099	606
46258	672
41965	621
26026	872
10223	649
11429	305
49982	551
35291	564
16838	962
47848	836
31214	577
16482	644
43332	654
34234	781
30855	930
43690	747
30855	930
40474	341
14536	912
31214	577
10563	471
12167	386
18861	484
36354	860
18861	484
42303	771
48624	891
10075	766
29160	803
17128	824
19735	627
26026	872
10019	386
41378	795
29880	392
32270	584
48589	843
26026	872
40106	750
43852	491
14324	529
10223	649
11752	723
34843	376
11517	752
18522	644
37828	420
13565	657
12893	450
24014	600
46014	515
21008	538
27197	379
17098	810
17895	886
13644	717
19689	754
17980	717
17128	824
17274	697
41175	884
13252	468
19445	570
26373	972
23002	644
40474	341
27657	661
29432	701
30926	361
28599	752
23813	614
47736	877
42303	771
29922	820
18722	481
48915	787
31186	365
11714	607
43472	340
19668	348
34871	763
15240	598
27715	832
42303	771
16838	962
18210	476
41175	884
38299	766
23813	614
22635	784
43389	681
26644	885
28099	488
43735	463
11714	607
14536	912
17533	704
48064	953
48065	834
37828	420
21008	538
48624	891
44127	893
35749	303
29432	701
16800	965
29160	803
24847	530
41954	618
23813	614
43389	681
43332	654
36099	606
19668	348
19788	968
47473	911
17980	717
48065	834
49982	551
24517	977
10835	353
19227	393
30951	718
27539	461
27471	637
31214	577
12010	332
32557	452
11752	723
10613	353
48782	918
22063	466
47848	836
23904	978
36224	576
41296	891
28742	327
31218	925
23997	863
20574	768
41954	618
24014	600
28599	752
14289	904
25466	331
39546	397
41378	795
23072	972
31991	553
29973	761
10861	546
23048	760
24517	977
30853	854
21679	447
37828	420
24014	600
19891	650
46917	461
20574	768
30142	691
41954	618
13565	657
17112	426
10563	471
12152	784
19445	570
33365	380
13644	717
32270	584
43690	747
21528	950
36099	606
25767	528
37828	420
48782	918
26373	972
42412	311
49419	562
48589	843
10223	649
42412	311
46258	672
38603	876
23997	863
30926	361
45099	748
41954	618
16800	965
45099	748
47736	877
19227	393
36053	981
46823	874
41296	891
33365	380
11429	305
48589	843
24014	600
18861	484
26644	885
14154	966
35749	303
16184	892
11429	305
45869	447
47727	675
23904	978
45866	710
19445	570
35937	836
42087	421
31875	975
30352	623
10283	489
36369	356
27587	408
34843	376
19227	393
23904	978
43826	399
11693	325
33839	692
43472	340
44665	489
11144	905
14324	529
36277	353
18131	496
40474	341
35937	836
44127	893
36369	356
30352	623
40474	341
44953	755
26802	308
35937	836
10835	353
32167	443
29439	398
24847	530
30352	623
47736	877
29160	803
26818	863
48915	787
41296	891
41296	891
11419	364
32769	711
14154	966
10563	471
22063	466
49982	551
36369	356
20117	307
14154	966
41202	433
26818	863
13252	468
42353	457
29880	392
34234	781
27539	461
30352	623
30142	691
19227	393
13040	573
10075	766
15240	598
42860	868
20117	307
34765	601
36354	860
42353	457
10777	503
10283	489
12902	592
36053	981
11693	325
31218	925
36224	576
36423	513
48457	984
13252	468
28742	327
28599	752
14289	904
23399	559
23904	978
22635	784
26373	972
19445	570
34234	781
42860	868
15240	598
43690	747
22782	336
23331	721
46917	461
41574	623
21437	746
23002	644
26818	863
23048	760
26644	885
47473	911
24585	540
38299	766
43690	747
29432	701
41296	891
17969	638
41574	623
42575	613
37828	420
16838	962
29322	456
40106	750
44953	755
19445	570
10019	386
13565	657
17128	824
17895	886
30853	854
29322	456
31218	925
17969	638
26818	863
10861	546
46917	461
29439	398
11734	310
12010	332
12893	450
43389	681
41202	433
11852	902
48457	984
38603	876
14289	904
20574	768
14536	912
16800	965
30352	623
36099	606
21679	447
10777	503
48457	984
41954	618
37673	797
33804	963
10223	649
16482	644
19445	570
16800	965
41378	795
33839	692
43472	340
48624	891
43735	463
19788	968
46014	515
19891	650
46258	672
43472	340
11734	310
22782	336
40106	750
14488	450
23331	721
18210	476
14488	450
13040	573
30142	691
48589	843
14289	904
18722	481
35860	588
22635	784
14289	904
11714	607
47473	911
35291	564
35749	303
29160	803
29973	761
17128	824
45869	447
22063	466
19891	650
36369	356
20819	572
12010	332
35860	588
11752	723
47473	911
48915	787
11144	905
20574	768
17895	886
36277	353
33839	692
17112	426
29922	820
36099	606
16456	770
10527	983
26644	885
35291	564
39546	397
32769	711
44665	489
14739	583
41175	884
28742	327
28742	327
48782	918
24517	977
36224	576
46823	874
33804	963
41574	623
26026	872
11693	325
30926	361
33365	380
42412	311
42493	643
24517	977
28599	752
36423	513
39546	397
33839	692
24517	977
11517	752
29160	803
10019	386
17128	824
48104	989
43852	491
29922	820
23813	614
14739	583
36369	356
17895	886
36224	576
29103	774
48624	891
15112	584
44581	498
22384	497
12902	592
21008	538
16482	644
11852	902
13040	573
34843	376
31875	975
46917	461
23002	644
36053	981
29432	701
10223	649
19735	627
11734	310
12161	472
29973	761
46746	913
11714	607
10075	766
12152	784
17980	717
19227	393
33839	692
10377	902
46746	913
36369	356
19689	754
14536	912
39546	397
42860	868
48457	984
24585	540
33804	963
47736	877
24014	600
12161	472
33896	319
21528	950
16456	770
41965	621
44765	885
42493	643
46258	672
21072	538
46746	913
11144	905
43690	747
21528	950
45869	447
29439	398
44127	893
21008	538
22384	497
17895	886
28099	488
46823	874
30855	930
29922	820
41574	623
38367	389
17112	426
30142	691
48457	984
19008	842
18131	496
23904	978
43332	654
48457	984
46258	672
30352	623
49401	832
26818	863
49401	832
16482	644
15240	598
21437	746
23997	863
17533	704
43690	747
44581	498
10283	489
13206	735
10223	649
48104	989
28099	488
47848	836
41954	618
31218	925
10223	649
31218	925
18722	481
36423	513
41175	884
29432	701
48782	918
43472	340
42353	457
30951	718
32270	584
27587	408
14289	904
48104	989
30926	361
41202	433
42575	613
42303	771
22063	466
17969	638
26373	972
39546	397
34765	601
47736	877
44953	755
26644	885
49982	551
16456	770
49982	551
25767	528
16800	965
22350	493
10835	353
27587	408
17533	704
31218	925
41175	884
38299	766
49401	832
45866	710
26026	872
23904	978
23399	559
44665	489
42575	613
30352	623
39546	397
12010	332
26644	885
32167	443
12167	386
16893	568
48065	834
29880	392
49419	562
10861	546
39218	975
48624	891
49401	832
42412	311
27587	408
37673	797
26026	872
18522	644
24517	977
17980	717
17098	810
41202	433
49419	562
17214	707
22635	784
23080	321
17214	707
24517	977
26818	863
24014	600
26818	863
10777	503
43852	491
21725	932
49419	562
41296	891
12010	332
44127	893
30853	854
29103	774
10563	471
15112	584
44953	755
45866	710
24094	476
22063	466
36224	576
44581	498
36099	606
26373	972
41574	623
23331	721
17969	638
35291	564
15240	598
27471	637
46917	461
27471	637
36369	356
42575	613
42575	613
17969	638
24517	977
27715	832
47473	911
43826	399
43690	747
15112	584
26026	872
48064	953
22635	784
43332	654
36423	513
26818	863
13252	468
22384	497
47848	836
44127	893
31991	553
13644	717
10223	649
22635	784
23399	559
48782	918
11144	905
41209	885
36369	356
46746	913
40474	341
41574	623
49401	832
23399	559
12161	472
44665	489
13252	468
30926	361
27471	637
17098	810
42353	457
27715	832
27715	832
48782	918
22782	336
14739	583
17274	697
40851	353
19668	348
10075	766
36099	606
36224	576
42575	613
41296	891
32557	452
43826	399
17895	886
29973	761
41209	885
48624	891
17969	638
16893	568
32769	711
17112	426
35291	564
22635	784
14289	904
43735	463
36053	981
31991	553
44127	893
41954	618
26644	885
29432	701
41378	795
19788	968
42303	771
45869	447
17214	707
14324	529
13565	657
27539	461
13040	573
41296	891
47848	836
31218	925
16800	965
16184	892
41378	795
27587	408
14289	904
33896	319
46823	874
