29	76	26	46	37	10	26
62	60	78	28	84	14	80
85	96	75	35	17	38	50
44	28	95	78	59	81	34
81	90	53	88	67	39	53
40	46	31	69	19	95	80
86	93	43	24	32	25	22
74	38	86	66	79	87	76
34	43	34	94	77	82	93
74	46	25	54	38	49	22
42	82	52	21	46	90	57
96	60	78	58	99	82	55
28	64	10	11	77	98	42
95	65	79	62	17	85	83
86	68	38	60	68	13	15
50	89	34	79	66	81	61
28	50	28	55	58	75	21
40	19	44	51	68	30	75
47	12	15	79	67	75	38
95	92	92	94	97	55	18
43	48	47	63	35	21	56
18	61	77	71	37	96	28
84	42	60	96	70	17	11
56	35	69	30	82	93	94
52	73	78	38	54	30	19
42	90	73	86	80	19	61
73	83	65	82	33	71	81
95	35	34	60	83	10	66
34	51	62	18	50	87	61
38	28	77	33	96	68	87
24	38	39	85	76	88	85
76	94	96	13	58	75	66
71	39	92	18	14	74	93
40	74	28	27	93	60	22
24	15	48	85	99	53	99
75	79	68	71	97	61	68
37	44	27	85	41	81	99
17	69	23	85	38	85	99
26	30	36	11	35	50	90
75	42	50	45	49	38	90
11	36	12	17	53	42	67
69	97	65	96	50	30	46
54	46	41	95	25	17	24
66	67	94	74	22	40	26
31	87	32	22	75	43	49
70	10	84	39	70	73	49
51	56	47	93	79	22	49
97	28	17	81	61	39	18
69	70	21	22	57	41	33
80	89	61	38	90	13	85
94	85	75	64	44	48	62
34	26	98	86	26	57	64
17	79	26	40	17	34	69
26	66	50	29	98	36	53
88	84	93	94	41	15	66
75	27	76	20	67	57	37
11	42	17	71	92	67	99
89	11	57	84	89	51	69
46	26	67	37	92	94	46
41	64	66	25	17	56	26
34	33	39	87	51	50	44
35	45	35	26	59	50	86
28	94	53	38	72	51	59
98	17	20	79	84	81	29
67	84	10	78	84	81	94
92	56	86	54	18	52	79
99	45	11	74	13	83	90
77	51	96	61	14	44	22
46	37	38	85	34	17	97
60	77	10	80	49	32	55
98	82	38	35	13	37	44
42	52	22	58	62	95	68
36	68	90	10	61	31	86
71	44	83	59	43	45	37
11	10	86	68	57	73	20
76	21	55	98	54	52	73
50	33	87	23	25	50	80
23	44	83	75	48	85	18
22	59	84	93	84	25	31
83	78	80	76	90	49	60
52	18	72	37	76	90	60
54	87	62	42	96	40	49
73	37	17	37	79	89	62
52	27	15	72	43	56	56
36	46	96	31	49	44	33
99	61	60	84	33	38	75
56	70	29	64	22	47	66
86	75	69	40	56	50	34
45	70	59	90	76	91	85
27	37	25	10	45	20	26
35	89	27	50	11	98	17
65	21	80	88	38	64	34
69	35	20	98	62	62	86
11	85	19	63	10	49	51
22	25	41	41	88	56	92
51	50	84	51	26	25	56
47	70	68	11	56	13	83
12	51	27	10	95	36	35
33	32	21	84	62	42	64
26	80	80	97	21	10	97
42	35	44	60	37	80	68
30	61	45	19	86	63	15
61	38	87	61	22	30	15
26	34	45	65	22	64	90
90	84	63	45	29	85	74
17	61	83	95	99	61	42
36	12	22	28	37	40	20
89	64	73	54	72	98	26
49	17	59	29	22	38	69
15	86	11	64	88	58	76
31	34	13	91	35	30	44
84	28	96	36	87	11	68
92	11	86	31	20	13	68
67	63	95	79	82	15	74
10	83	20	53	68	16	51
93	13	45	50	82	25	69
39	61	21	67	70	79	70
97	60	24	14	38	34	79
18	88	88	48	48	98	95
41	86	69	16	52	58	67
55	94	42	89	92	61	54
35	78	81	71	14	31	84
26	53	61	27	72	23	10
69	62	45	22	20	83	85
25	84	60	99	83	39	81
69	13	44	95	52	14	92
34	72	51	77	96	87	35
19	76	63	22	98	32	65
70	45	24	57	42	20	69
39	90	94	94	98	81	68
14	91	36	17	94	73	37
63	65	97	98	69	78	25
35	89	21	25	57	10	63
66	50	89	38	20	39	92
91	73	68	65	57	69	62
30	50	10	88	36	25	72
50	49	27	44	93	85	23
52	58	83	35	22	41	79
65	22	34	18	91	75	17
35	17	97	75	76	88	55
70	96	25	82	39	42	83
35	15	95	69	85	35	81
77	72	46	56	73	32	37
26	65	45	88	69	53	30
60	66	20	83	18	67	94
96	66	21	26	13	71	10
48	26	60	32	46	78	57
15	94	99	92	57	70	29
36	57	15	62	51	49	22
16	73	84	99	48	17	90
40	89	88	61	60	78	27
42	53	81	30	93	12	22
27	77	68	47	20	96	51
51	90	85	25	46	66	42
39	29	96	65	39	99	11
95	34	90	89	59	75	80
91	91	46	79	78	15	42
73	90	97	67	18	48	61
25	20	69	31	14	58	44
22	17	15	82	76	23	63
15	87	61	83	89	55	65
15	30	77	29	17	43	35
73	66	76	23	43	86	62
29	37	60	30	91	82	52
31	22	93	98	42	71	60
20	99	86	59	77	44	12
32	61	90	86	72	71	77
54	41	78	76	23	35	36
22	91	66	30	35	72	42
64	87	97	57	15	26	49
22	11	81	68	29	66	85
19	10	30	58	18	95	60
79	33	40	60	96	17	12
46	50	16	95	85	79	72
91	22	46	83	58	34	12
76	70	59	89	54	68	49
86	90	53	31	29	14	16
75	98	14	32	14	22	44
82	89	65	36	77	99	58
24	72	48	31	81	54	21
14	25	15	39	76	18	94
16	70	58	31	98	41	35
24	47	28	97	86	72	11
79	24	50	86	44	85	24
49	50	46	34	99	55	71
46	98	26	24	95	35	71
28	79	94	64	90	45	84
61	44	19	48	23	60	98
53	84	35	49	47	19	73
43	44	39	87	79	97	60
26	63	83	39	63	53	90
30	99	89	57	67	20	99
54	86	70	81	86	73	46
70	87	36	94	19	29	74
34	10	45	55	99	73	10
61	38	23	73	69	42	87
71	77	44	96	46	10	44
95	76	59	66	23	76	43
49	48	60	43	15	49	43
11	40	24	81	80	94	89
64	74	95	74	63	54	71
25	22	92	48	96	13	70
15	37	18	59	47	24	27
40	60	96	83	43	43	59
65	36	63	25	10	48	37
27	35	78	82	82	84	15
39	10	27	30	25	33	22
98	51	14	25	44	21	40
13	30	14	86	63	97	18
91	30	96	53	49	25	10
23	13	15	66	31	29	68
58	16	54	74	41	36	35
88	29	37	81	13	87	36
43	51	84	68	14	61	64
76	75	90	83	36	89	88
58	40	95	56	63	94	17
76	43	93	49	47	76	72
26	43	95	63	31	25	45
36	31	91	31	36	89	79
23	72	99	96	16	31	34
52	62	90	33	27	12	82
62	65	27	57	91	26	58
99	26	15	40	84	89	60
92	51	68	26	95	42	26
45	21	44	42	76	14	77
97	62	13	85	34	53	65
17	72	49	76	14	70	56
59	48	16	97	59	39	75
98	72	78	48	82	33	98
63	37	67	76	73	51	26
62	30	83	97	92	69	85
31	65	39	26	52	49	47
61	29	91	43	42	81	79
79	69	81	22	39	87	43
34	77	75	92	95	41	75
81	49	98	89	80	97	51
40	20	52	38	84	40	90
31	53	88	30	96	75	57
72	65	48	77	15	10	62
54	10	72	37	17	88	36
69	32	38	60	73	51	50
60	32	76	34	58	55	14
14	89	52	57	35	47	22
48	58	96	18	18	75	69
36	79	67	21	17	66	39
27	77	70	60	29	11	47
60	86	90	33	89	55	92
14	49	46	59	39	79	65
89	80	71	33	98	98	12
34	62	14	79	12	39	73
79	13	62	62	32	65	32
67	95	66	93	78	72	50
63	55	70	93	70	56	21
73	68	33	51	34	67	88
56	11	62	38	87	17	82
17	27	70	66	70	88	97
88	33	30	18	18	85	28
96	96	30	57	28	52	38
28	16	38	51	95	29	42
75	93	62	92	65	36	56
64	61	72	30	41	50	93
58	60	51	27	73	96	74
96	71	12	59	95	10	11
34	36	76	81	38	47	23
40	30	67	21	44	39	12
55	33	70	36	32	30	24
98	95	47	35	44	61	94
65	34	67	37	42	90	89
27	31	30	71	50	23	43
82	21	75	99	29	61	85
89	10	93	49	23	94	39
84	85	87	76	35	18	18
62	58	52	88	99	58	11
54	75	21	93	84	56	15
62	82	97	32	51	87	88
82	80	69	44	47	76	77
46	52	45	66	11	19	55
90	48	95	21	74	10	50
61	82	63	66	86	10	75
90	31	40	85	80	90	44
24	14	42	91	76	69	92
97	67	77	61	62	45	16
46	52	36	50	17	10	76
55	67	93	51	58	20	94
24	70	14	32	49	73	64
77	39	59	91	57	22	69
48	47	31	28	13	18	48
43	69	87	93	33	53	25
27	51	60	59	49	56	24
84	62	29	66	76	27	76
36	68	46	77	56	62	21
88	12	41	14	95	73	73
75	94	95	10	35	91	83
72	82	52	93	34	10	87
66	74	25	10	30	51	11
41	17	73	38	50	80	71
57	59	86	63	50	62	18
73	35	35	17	24	72	47
17	30	37	48	28	64	86
49	27	67	11	42	51	37
34	45	22	52	23	89	49
77	68	13	24	68	93	77
48	57	89	68	60	11	92
20	77	87	44	99	87	19
74	99	35	34	19	65	98
29	76	53	43	59	55	87
56	43	28	11	56	22	73
57	16	27	69	40	28	15
72	53	43	68	11	50	55
43	37	90	24	53	61	62
90	33	34	62	86	69	26
70	47	81	21	42	17	89
80	96	74	55	57	23	98
42	27	92	64	88	11	67
74	23	22	29	94	22	51
13	91	56	47	32	95	39
23	20	18	98	26	47	71
53	75	42	78	91	11	21
16	79	65	53	96	96	10
21	36	40	70	84	19	66
35	42	22	88	17	51	79
23	18	74	89	60	83	51
64	42	43	83	28	93	55
80	39	72	35	48	25	79
57	86	43	76	15	51	39
73	16	93	10	13	94	72
90	89	90	41	70	87	44
63	60	90	21	20	74	85
85	42	93	49	11	81	93
67	71	58	70	49	26	80
58	90	71	31	33	79	75
23	45	72	66	85	25	16
27	76	65	83	71	55	12
60	32	65	86	86	59	33
25	56	43	94	45	78	66
25	66	57	90	13	32	51
55	68	59	90	27	51	31
63	48	30	82	90	98	22
86	74	55	18	92	57	70
55	69	70	29	77	29	80
90	33	38	84	34	67	67
11	84	31	43	84	21	69
69	84	88	24	89	42	14
37	74	45	41	51	50	90
38	70	85	55	80	14	86
70	17	24	26	17	29	46
84	45	74	92	29	55	12
16	22	39	77	34	67	32
98	88	92	59	24	12	66
62	71	62	69	79	89	61
66	34	22	77	40	17	39
52	35	64	29	20	41	72
78	61	45	75	64	14	45
42	55	47	71	75	68	60
47	71	83	43	65	75	39
40	29	81	12	37	98	16
87	27	14	27	64	91	23
65	31	16	62	64	26	53
31	37	45	16	47	23	83
25	61	23	62	17	88	43
70	15	92	60	71	11	93
51	77	19	13	62	91	88
94	11	60	72	36	78	23
17	28	12	29	16	58	20
61	17	13	33	42	98	50
36	63	49	84	13	28	23
20	74	74	53	88	15	37
75	47	41	39	31	13	60
33	28	53	33	56	79	16
82	89	38	65	26	27	80
79	21	16	58	54	83	30
91	16	63	45	58	44	32
60	80	57	64	17	91	57
91	73	10	44	33	55	17
65	50	71	60	22	49	93
39	92	24	19	32	19	30
18	90	33	52	44	10	14
95	77	49	90	99	51	12
76	41	99	62	58	10	23
42	12	90	15	40	91	77
51	73	67	63	11	80	53
66	93	78	11	10	55	70
23	96	54	71	27	54	80
68	96	69	47	35	92	47
14	27	45	65	69	50	59
38	55	27	46	79	58	86
87	10	52	95	75	35	44
68	56	23	67	76	97	52
34	28	22	25	32	75	51
59	67	30	98	21	32	72
81	72	98	18	86	87	53
83	53	57	71	52	34	87
94	63	73	23	89	90	19
26	39	27	42	20	80	13
85	69	85	53	42	87	58
85	10	77	32	54	30	37
52	43	98	54	12	94	15
89	75	73	47	74	25	10
43	46	80	46	79	37	21
63	56	48	20	29	69	92
63	93	67	70	88	48	91
58	31	39	83	69	41	83
80	16	69	97	27	95	67
30	42	56	82	41	87	41
74	86	84	93	85	42	48
78	21	76	26	69	60	30
95	70	38	87	80	82	79
17	62	65	77	32	18	44
46	24	24	93	69	64	36
40	96	86	91	21	25	73
89	60	41	33	84	61	81
14	51	91	52	53	33	57
69	12	48	36	53	49	95
30	23	17	43	75	41	21
14	19	50	27	48	80	38
54	28	65	51	11	37	11
92	80	46	72	22	47	31
76	22	79	47	53	42	53
87	42	77	14	98	86	19
28	24	78	43	82	97	11
85	99	30	57	36	18	22
52	37	48	75	48	79	21
27	83	58	92	19	35	58
15	83	15	51	27	18	17
37	39	29	14	29	24	77
19	59	53	84	98	96	65
31	94	33	89	86	25	40
79	88	40	37	90	68	82
39	80	64	66	41	49	78
62	83	32	87	64	25	77
98	92	34	18	98	38	67
90	33	80	43	81	17	77
51	60	21	37	92	22	10
14	39	50	40	52	94	60
41	88	38	63	34	65	71
31	88	30	97	41	95	20
39	74	91	40	28	47	35
32	68	42	75	82	24	77
17	64	29	21	44	85	26
56	91	49	93	89	13	83
17	17	39	76	82	96	45
11	47	47	30	62	78	23
42	44	30	99	32	86	13
77	74	68	31	32	24	66
82	95	72	82	82	16	84
57	78	76	14	15	58	31
77	41	64	10	53	54	88
57	86	28	82	67	49	91
26	26	64	15	36	68	64
11	57	28	53	66	46	49
92	83	40	43	29	30	89
32	24	12	90	96	21	85
77	30	96	46	41	38	72
26	84	80	37	12	32	78
30	81	17	48	52	65	36
92	28	37	26	49	38	45
49	82	69	97	27	29	83
29	84	26	40	10	95	87
36	34	53	49	37	89	51
50	33	30	69	69	64	55
78	35	69	26	29	98	18
61	58	77	92	17	22	27
83	68	71	60	82	43	26
68	60	76	30	43	46	23
55	61	66	65	25	74	90
54	95	82	49	80	37	98
40	26	77	98	55	16	90
32	27	18	17	74	98	66
38	53	21	72	73	58	20
64	27	95	94	82	25	44
40	53	14	44	45	64	15
72	41	44	37	33	27	98
56	69	47	23	24	56	28
56	23	44	19	79	60	73
72	84	28	97	11	36	56
29	41	99	73	31	87	36
66	54	85	28	70	79	16
72	68	26	15	23	66	90
25	27	32	33	75	88	61
31	12	20	30	88	26	82
83	40	59	25	86	91	96
33	30	24	95	29	72	43
17	10	73	92	80	90	78
26	60	88	14	88	17	31
92	18	67	44	34	68	60
55	10	29	67	12	57	29
91	25	85	94	65	72	36
72	44	43	79	90	58	78
52	14	67	78	96	40	41
84	80	77	68	15	88	92
87	27	49	71	71	83	88
58	92	96	76	30	36	62
97	82	38	46	39	70	54
92	31	78	46	37	12	23
74	83	36	76	28	88	77
17	97	73	32	60	86	64
48	10	12	76	69	91	96
32	60	42	71	50	81	12
42	58	41	16	12	56	47
73	51	33	29	21	74	62
44	55	39	82	27	60	71
95	66	30	55	57	79	42
15	16	61	53	27	73	76
81	13	23	97	45	24	61
55	29	52	76	70	83	96
34	45	63	88	22	90	10
80	84	96	49	52	40	74
60	37	23	11	43	17	48
25	37	77	75	33	89	12
23	29	11	56	96	80	35
19	50	62	34	55	52	26
44	15	14	57	55	35	42
79	95	20	67	81	96	20
91	22	66	13	13	35	10
66	95	45	87	52	85	13
31	92	37	79	19	94	27
37	83	85	33	76	34	24
32	28	73	82	96	66	47
21	54	35	89	42	97	52
98	16	83	23	89	34	19
57	86	66	52	45	49	88
74	53	88	31	93	91	46
17	71	96	18	37	53	68
26	52	68	11	72	78	78
45	52	40	18	54	96	99
10	11	35	55	76	20	31
98	87	89	40	59	93	15
72	81	85	22	58	27	27
42	55	34	44	67	59	38
93	75	76	10	63	91	63
60	38	51	51	50	10	67
56	48	44	22	90	42	96
88	67	94	84	70	92	77
15	48	61	22	58	94	59
84	55	17	94	12	64	83
59	45	12	47	17	45	32
21	81	49	69	72	47	15
77	95	35	67	88	50	30
96	69	54	20	11	64	64
92	68	29	97	88	36	71
80	22	96	81	90	58	54
54	56	62	47	72	17	27
16	31	74	72	69	45	33
41	90	80	13	57	35	61
57	67	59	25	36	82	17
35	96	41	13	92	74	46
45	94	67	43	19	45	90
56	52	74	67	85	89	71
15	51	75	91	54	76	98
98	87	48	21	96	18	99
63	63	58	57	79	96	67
74	55	95	52	26	92	73
79	99	24	10	62	73	79
25	81	35	48	69	49	43
52	63	78	18	65	24	83
45	94	32	72	89	91	92
37	87	22	32	11	72	52
49	50	26	77	74	40	59
98	45	20	55	35	78	88
69	25	99	97	73	93	70
53	45	98	11	96	64	50
67	24	51	25	33	93	44
79	93	69	19	21	40	43
48	48	53	12	94	35	56
33	19	13	49	19	71	80
41	50	60	37	38	81	82
83	36	95	80	41	23	60
83	77	38	62	23	41	70
79	59	62	19	50	88	16
12	62	90	31	95	39	13
34	40	75	53	69	51	51
13	26	67	96	41	17	16
78	45	46	66	88	48	87
95	81	29	78	18	52	71
29	29	95	21	91	31	52
54	85	51	86	16	82	51
95	41	74	87	12	12	79
17	98	70	42	16	12	18
21	38	81	27	68	18	37
34	15	25	25	16	74	48
95	28	71	47	42	89	47
14	20	87	79	16	36	29
68	90	78	39	21	50	54
61	34	89	12	79	52	96
15	34	62	12	99	34	44
20	66	58	57	67	36	21
23	61	83	58	20	65	99
34	81	89	38	61	21	97
84	45	91	89	63	63	39
54	96	83	50	45	77	44
70	93	64	57	19	55	93
16	47	90	77	27	18	72
76	34	67	47	53	27	40
90	88	54	80	28	95	77
73	12	63	86	41	37	72
98	48	69	87	17	97	11
17	94	99	67	43	30	75
74	58	15	77	51	94	92
24	51	79	49	22	95	24
44	83	29	71	46	69	61
18	50	28	25	57	17	70
80	72	74	66	49	91	51
62	15	44	60	64	17	70
28	81	32	22	36	27	97
14	95	46	92	16	44	99
79	50	46	26	85	82	55
38	65	62	48	32	90	15
45	39	65	41	81	65	57
24	79	69	71	21	58	67
26	65	83	45	49	14	83
49	69	39	31	90	30	51
82	17	85	95	19	58	42
95	71	94	51	64	34	49
14	55	62	83	52	31	27
83	67	96	56	13	60	41
47	90	98	93	48	59	59
34	60	89	18	61	63	88
37	62	27	34	51	50	88
31	19	39	32	93	52	97
72	16	39	29	54	35	57
78	22	60	22	11	35	22
88	86	89	53	59	79	21
12	33	93	24	68	48	77
20	36	41	83	31	30	92
10	77	88	95	12	84	89
37	66	65	91	44	41	34
53	36	77	21	25	39	65
96	20	98	62	88	87	30
68	70	30	96	99	61	55
37	16	15	60	82	27	75
67	24	84	24	99	78	84
39	46	54	63	58	32	79
72	17	20	33	79	15	22
10	15	18	40	43	79	87
12	45	98	55	35	78	20
46	89	84	89	99	48	51
93	70	93	84	10	55	20
52	81	93	70	99	41	87
92	45	10	38	82	58	67
31	24	33	86	10	61	23
67	92	26	86	53	74	74
46	50	80	94	43	42	41
21	51	72	23	40	15	72
57	52	48	82	88	30	20
25	15	76	11	90	31	66
90	89	35	39	58	49	31
54	70	30	57	13	26	85
72	17	42	95	49	79	55
43	88	97	26	78	27	69
71	80	18	96	14	88	53
92	64	83	42	21	38	49
96	17	14	15	43	18	41
64	32	62	22	91	32	14
61	57	53	58	30	44	49
63	98	84	95	52	31	83
82	98	63	34	97	15	12
36	32	70	52	48	54	84
32	56	40	55	19	32	82
50	64	34	60	15	48	90
16	21	60	64	66	16	88
32	24	14	11	72	26	25
64	50	46	90	34	43	63
45	82	37	97	69	40	81
23	85	39	69	61	53	48
87	11	77	23	48	36	78
20	79	89	88	12	70	97
12	91	53	57	96	22	89
65	34	66	79	63	14	33
73	84	19	77	40	30	53
44	52	14	99	35	95	20
76	81	63	69	30	94	89
16	71	98	66	87	42	98
48	80	19	19	80	16	53
14	92	66	35	99	39	12
93	23	97	57	61	10	90
12	97	66	45	85	34	60
73	15	64	85	23	83	14
30	98	37	75	33	56	46
28	26	86	67	96	88	95
43	87	29	59	10	66	26
54	82	96	79	39	98	74
23	51	94	22	60	71	67
52	52	87	17	99	80	43
98	61	78	97	64	74	75
17	94	43	15	93	36	41
59	93	30	59	83	47	39
86	72	15	49	79	55	59
79	44	45	33	51	84	53
73	97	55	44	93	64	21
20	97	69	89	44	89	87
